"","y0_1","y0_2","fY.1000"
"711",1.5,3.5,0.0122239440446078
"712",2,3.5,0.0141177451651608
"713",2.5,3.5,0.0156466626069178
"714",3,3.5,0.0170336687331041
"715",3.5,3.5,0.018079298225874
"716",4,3.5,0.0185134750584405
"717",4.5,3.5,0.0185900586324018
"718",5,3.5,0.0181755297845794
"719",5.5,3.5,0.0174171676368814
"720",6,3.5,0.0162617840208153
"721",6.5,3.5,0.0146873627592096
"722",7,3.5,0.0129267096989428
"723",7.5,3.5,0.0110102627338958
"724",8,3.5,0.00922344974472186
"725",8.5,3.5,0.00756762001077088
"726",9,3.5,0.00597895530651761
"727",9.5,3.5,0.00464291817952791
"728",10,3.5,0.00353557731030036
"729",10.5,3.5,0.00257000600773788
"730",11,3.5,0.00182440918247731
"731",11.5,3.5,0.00125968123434069
"732",12,3.5,0.000860819418847942
"733",12.5,3.5,0.000582878313322384
"734",13,3.5,0.000378736788628559
"735",13.5,3.5,0.000243408538027475
"736",14,3.5,0.000150551885313364
"737",14.5,3.5,7.74529146265691e-05
"738",15,3.5,4.09570441646622e-05
"739",-5,4,0.000135724795169797
"740",-4.5,4,0.000225564893273167
"741",-4,4,0.000360057619393158
"742",-3.5,4,0.000550678243032562
"743",-3,4,0.000809344468207308
"744",-2.5,4,0.00120111800678124
"745",-2,4,0.00172247148719287
"746",-1.5,4,0.00240685654683514
"747",-1,4,0.0032279725903929
"748",-0.5,4,0.00425378932223781
"749",0,4,0.00544633601017367
"750",0.5,4,0.00679932027961717
"751",1,4,0.0081978523728755
"752",1.5,4,0.00974622219175267
"753",2,4,0.0112376874351436
"754",2.5,4,0.0126336479951948
"755",3,4,0.0138630669532225
"756",3.5,4,0.0148697243878853
"757",4,4,0.0153716613998658
"758",4.5,4,0.015556551136945
"759",5,4,0.0153114217483191
"760",5.5,4,0.0146600172417351
"761",6,4,0.0136911838509852
"762",6.5,4,0.0124243654583243
"763",7,4,0.011043471843549
"764",7.5,4,0.00943410957199425
"765",8,4,0.00791362399828923
"766",8.5,4,0.00655635876784858
"767",9,4,0.00524197104460747
"768",9.5,4,0.00409622477302309
"769",10,4,0.00312607962374405
"770",10.5,4,0.00226613872854766
"771",11,4,0.00163443098240262
"772",11.5,4,0.00118168348675785
"773",12,4,0.000814733128406028
"774",12.5,4,0.000536031286768797
"775",13,4,0.000355110671178469
"776",13.5,4,0.000222895150437775
"777",14,4,0.000134528563666692
"778",14.5,4,8.03608790743042e-05
"779",15,4,4.52789068916647e-05
"780",-5,4.5,9.17548822882385e-05
"781",-4.5,4.5,0.000170245149272844
"782",-4,4.5,0.000278768360492854
"783",-3.5,4.5,0.000401189460667932
"784",-3,4.5,0.000603663265972485
"785",-2.5,4.5,0.000905502837609722
"786",-2,4.5,0.00125325831422005
"787",-1.5,4.5,0.00175683543705706
"788",-1,4.5,0.00234710278339601
"789",-0.5,4.5,0.00312798693407696
"790",0,4.5,0.00404210949776636
"791",0.5,4.5,0.00510661723289425
"792",1,4.5,0.00619293918936564
"793",1.5,4.5,0.00741859647970644
"794",2,4.5,0.00858505666532142
"795",2.5,4.5,0.00973419889346769
"796",3,4.5,0.0106831904381675
"797",3.5,4.5,0.0116079513570856
"798",4,4.5,0.0121631111647468
"799",4.5,4.5,0.0123043128313658
"800",5,4.5,0.0121962934551197
"801",5.5,4.5,0.0116391001531681
"802",6,4.5,0.010864609991587
"803",6.5,4.5,0.00993553588875462
"804",7,4.5,0.00889300167060557
"805",7.5,4.5,0.00767561842299611
"806",8,4.5,0.0064696268777427
"807",8.5,4.5,0.00533587192696883
"808",9,4.5,0.00423919655137096
"809",9.5,4.5,0.00333641737409395
"810",10,4.5,0.00258123790014706
"811",10.5,4.5,0.0019490097332368
"812",11,4.5,0.00142950839615372
"813",11.5,4.5,0.00101761635497975
"814",12,4.5,0.000689592281740876
"815",12.5,4.5,0.000456232926393296
"816",13,4.5,0.000304930593530827
"817",13.5,4.5,0.000192705286295294
"818",14,4.5,0.000120574840447285
"819",14.5,4.5,8.01428582900564e-05
"820",15,4.5,4.76347152972828e-05
"821",-5,5,6.0324988954462e-05
"822",-4.5,5,0.000114748032249388
"823",-4,5,0.000195868342525232
"824",-3.5,5,0.000279834059655224
"825",-3,5,0.000422763935394259
"826",-2.5,5,0.000615983423981086
"827",-2,5,0.000834036768426887
"828",-1.5,5,0.00117506264130289
"829",-1,5,0.00160425175509575
"830",-0.5,5,0.00213591135529064
"831",0,5,0.00282303085566744
"832",0.5,5,0.00361031285048015
"833",1,5,0.00442842822888223
"834",1.5,5,0.0053608368675172
"835",2,5,0.00624299600643262
"836",2.5,5,0.00713678771220762
"837",3,5,0.0078722046055577
"838",3.5,5,0.00857996229287538
"839",4,5,0.00913871182603888
"840",4.5,5,0.0092573361270635
"841",5,5,0.00908840737803844
"842",5.5,5,0.0087153307777557
"843",6,5,0.00820153894696654
"844",6.5,5,0.0074740389474924
"845",7,5,0.00675842482044596
"846",7.5,5,0.00597500623418207
"847",8,5,0.00508245180588513
"848",8.5,5,0.00420610958605632
"849",9,5,0.00331047853062152
"850",9.5,5,0.00262351041489366
"851",10,5,0.00203478749001529
"852",10.5,5,0.00153401719407343
"853",11,5,0.00114580875494224
"854",11.5,5,0.000825241289546335
"855",12,5,0.000584053172868459
"856",12.5,5,0.000384191921264086
"857",13,5,0.000256160023764346
"858",13.5,5,0.000160571101788339
"859",14,5,0.000100972781436695
"860",14.5,5,6.84645517264378e-05
"861",15,5,4.15676203822092e-05
"862",-5,5.5,4.07145895255577e-05
"863",-4.5,5.5,7.24898683041587e-05
"864",-4,5.5,0.000117554816242316
"865",-3.5,5.5,0.000175433319137119
"866",-3,5.5,0.00027250373480681
"867",-2.5,5.5,0.000391507420834939
"868",-2,5.5,0.000540710565723397
"869",-1.5,5.5,0.000763069663676513
"870",-1,5.5,0.00107310214542929
"871",-0.5,5.5,0.00146708052076321
"872",0,5.5,0.00189973155908072
"873",0.5,5.5,0.00242249451485409
"874",1,5.5,0.00302338882855541
"875",1.5,5.5,0.00367890247379947
"876",2,5.5,0.00431799507349425
"877",2.5,5.5,0.00492943480395066
"878",3,5.5,0.00543989117914696
"879",3.5,5.5,0.00597479178531073
"880",4,5.5,0.00644922575438579
"881",4.5,5.5,0.00656805952729358
"882",5,5.5,0.00639234299648062
"883",5.5,5.5,0.00617827712695281
"884",6,5.5,0.0058410990997932
"885",6.5,5.5,0.00536621100290597
"886",7,5.5,0.00491370954091093
"887",7.5,5.5,0.00440813016632205
"888",8,5.5,0.00376930904432009
"889",8.5,5.5,0.00312809071741859
"890",9,5.5,0.0024930473521093
"891",9.5,5.5,0.00197774640154503
"892",10,5.5,0.00153483791269961
"893",10.5,5.5,0.00115596846969122
"894",11,5.5,0.000833733588595336
"895",11.5,5.5,0.000609612180439948
"896",12,5.5,0.000444662243535118
"897",12.5,5.5,0.000298757939312226
"898",13,5.5,0.000197488560252462
"899",13.5,5.5,0.000126264715300636
"900",14,5.5,8.00796500507624e-05
"901",14.5,5.5,5.09798550133197e-05
"902",15,5.5,2.83602605777782e-05
"903",-5,6,2.81302262685821e-05
"904",-4.5,6,4.71863938536443e-05
"905",-4,6,7.14854241411183e-05
"906",-3.5,6,0.000103889859107873
"907",-3,6,0.000155934942723147
"908",-2.5,6,0.000229198841570902
"909",-2,6,0.000340518823631606
"910",-1.5,6,0.000478766291540906
"911",-1,6,0.000671294697183848
"912",-0.5,6,0.000914439089714899
"913",0,6,0.00120180779307017
"914",0.5,6,0.00154648252912213
"915",1,6,0.00195492869706781
"916",1.5,6,0.00237574307505595
"917",2,6,0.00277780168598885
"918",2.5,6,0.00319845266424247
"919",3,6,0.00356057157786282
"920",3.5,6,0.0039048339096499
"921",4,6,0.00419127721850103
"922",4.5,6,0.00431866838409348
"923",5,6,0.00424630421335441
"924",5.5,6,0.00412476595654976
"925",6,6,0.00392196742769335
"926",6.5,6,0.00367713303740441
"927",7,6,0.00344861325069436
"928",7.5,6,0.00310622135042651
"929",8,6,0.00267220131235382
"930",8.5,6,0.00220120566846686
"931",9,6,0.00176159642518754
"932",9.5,6,0.0014078463907112
"933",10,6,0.00104377302881616
"934",10.5,6,0.000811591082138188
"935",11,6,0.000615094608565393
"936",11.5,6,0.000443989748374748
"937",12,6,0.000313888300282328
"938",12.5,6,0.000209840574218328
"939",13,6,0.000137192049292775
"940",13.5,6,9.07521288395708e-05
"941",14,6,5.84898596957612e-05
"942",14.5,6,3.42099270020503e-05
"943",15,6,1.69225269665565e-05
"944",-5,6.5,1.82559456869361e-05
"945",-4.5,6.5,3.01773168981011e-05
"946",-4,6.5,4.38492867697194e-05
"947",-3.5,6.5,6.18605724236276e-05
"948",-3,6.5,9.25091463593946e-05
"949",-2.5,6.5,0.000132879672280635
"950",-2,6.5,0.000193398288006793
"951",-1.5,6.5,0.000276092646847563
"952",-1,6.5,0.000381531781725125
"953",-0.5,6.5,0.000523039013910759
"954",0,6.5,0.000733053866330475
"955",0.5,6.5,0.000951350545886767
"956",1,6.5,0.00120023161628145
"957",1.5,6.5,0.00144756321695824
"958",2,6.5,0.00168953215364913
"959",2.5,6.5,0.00197051470007534
"960",3,6.5,0.00218682708570887
"961",3.5,6.5,0.0023995712930129
"962",4,6.5,0.00255836856887348
"963",4.5,6.5,0.00262649096351929
"964",5,6.5,0.00261084486274381
"965",5.5,6.5,0.00258823894651123
"966",6,6.5,0.00248108977431608
"967",6.5,6.5,0.00236629260378862
"968",7,6.5,0.00222886737823504
"969",7.5,6.5,0.00203832660443855
"970",8,6.5,0.00175832040382271
"971",8.5,6.5,0.00144276090475922
"972",9,6.5,0.00120348037302121
"973",9.5,6.5,0.000960234989230312
"974",10,6.5,0.000729516233257286
"975",10.5,6.5,0.000541839478082858
"976",11,6.5,0.000411712838161061
"977",11.5,6.5,0.000311091567133225
"978",12,6.5,0.000218628866551986
"979",12.5,6.5,0.00014279302907725
"980",13,6.5,9.21774250480445e-05
"981",13.5,6.5,6.26801105568059e-05
"982",14,6.5,4.21289001956922e-05
"983",14.5,6.5,2.21257127737124e-05
"984",15,6.5,9.50684808074919e-06
"985",-5,7,1.01473156989183e-05
"986",-4.5,7,1.69797241961352e-05
"987",-4,7,2.4708755543446e-05
"988",-3.5,7,3.65935927571502e-05
"989",-3,7,5.90860669876963e-05
"990",-2.5,7,8.02845255482021e-05
"991",-2,7,0.000106393050199341
"992",-1.5,7,0.000153184740081524
"993",-1,7,0.000228742610895897
"994",-0.5,7,0.000296648762640595
"995",0,7,0.000407949835637034
"996",0.5,7,0.000544904563741575
"997",1,7,0.00069186090400606
"998",1.5,7,0.000847659774073877
"999",2,7,0.00102832914459821
"1000",2.5,7,0.00117027971824525
"1001",3,7,0.00127656332444958
"1002",3.5,7,0.00141555632567601
"1003",4,7,0.00149090111190435
"1004",4.5,7,0.00151447944054937
"1005",5,7,0.00153943948794676
"1006",5.5,7,0.00155906279919721
"1007",6,7,0.00150459858587111
"1008",6.5,7,0.00147497474155058
"1009",7,7,0.00140057401057916
"1010",7.5,7,0.00127477470464081
"1011",8,7,0.00110168038210436
"1012",8.5,7,0.000909301354033786
"1013",9,7,0.000742435504839672
"1014",9.5,7,0.000601609076751032
"1015",10,7,0.000459406694010794
"1016",10.5,7,0.000344352223356694
"1017",11,7,0.00026315251517194
"1018",11.5,7,0.000199254740604559
"1019",12,7,0.000141914341148054
"1020",12.5,7,9.41794459619955e-05
"1021",13,7,6.01138614715355e-05
"1022",13.5,7,4.03128498546495e-05
"1023",14,7,2.72850321613907e-05
"1024",14.5,7,1.36535952019715e-05
"1025",15,7,5.58133722108144e-06
"1026",-5,7.5,4.77343263326495e-06
"1027",-4.5,7.5,8.18954399545169e-06
"1028",-4,7.5,1.22909436391251e-05
"1029",-3.5,7.5,1.95095946559938e-05
"1030",-3,7.5,2.9312983808762e-05
"1031",-2.5,7.5,3.96080303043878e-05
"1032",-2,7.5,5.6221564689619e-05
"1033",-1.5,7.5,7.37024080185119e-05
"1034",-1,7.5,0.000115218729072955
"1035",-0.5,7.5,0.000161901945088779
"1036",0,7.5,0.000233976721084806
"1037",0.5,7.5,0.000313840847136895
"1038",1,7.5,0.000389030843330652
"1039",1.5,7.5,0.000465810242053006
"1040",2,7.5,0.000559574999006036
"1041",2.5,7.5,0.000633429934090166
"1042",3,7.5,0.000704476541401989
"1043",3.5,7.5,0.000779138889593456
"1044",4,7.5,0.000839094373932576
"1045",4.5,7.5,0.000842079960026183
"1046",5,7.5,0.000859449487839639
"1047",5.5,7.5,0.000893481338607258
"1048",6,7.5,0.000867517199325851
"1049",6.5,7.5,0.000848856088478426
"1050",7,7.5,0.000832897800390177
"1051",7.5,7.5,0.00076949183217669
"1052",8,7.5,0.000656055119587039
"1053",8.5,7.5,0.000545631139730054
"1054",9,7.5,0.000457767786974267
"1055",9.5,7.5,0.000378942756795519
"1056",10,7.5,0.000277709797808884
"1057",10.5,7.5,0.000215412750037149
"1058",11,7.5,0.000169129983377091
"1059",11.5,7.5,0.000127378227035609
"1060",12,7.5,9.11038810098231e-05
"1061",12.5,7.5,6.14494001577092e-05
"1062",13,7.5,3.85407721353035e-05
"1063",13.5,7.5,2.35040925886393e-05
"1064",14,7.5,1.42735064077048e-05
"1065",14.5,7.5,7.57088846474169e-06
"1066",15,7.5,3.63488827516449e-06
"1067",-5,8,2.05856907376685e-06
"1068",-4.5,8,3.73908765585696e-06
"1069",-4,8,6.3303453783559e-06
"1070",-3.5,8,2.35590323628616e-05
"1071",-3,8,2.44982417856992e-05
"1072",-2.5,8,1.69628553083739e-05
"1073",-2,8,2.1924154248307e-05
"1074",-1.5,8,3.15944249868429e-05
"1075",-1,8,5.13787398182902e-05
"1076",-0.5,8,8.26082233250548e-05
"1077",0,8,0.000129021142124637
"1078",0.5,8,0.00018317613082981
"1079",1,8,0.000212651336965433
"1080",1.5,8,0.000240399525232473
"1081",2,8,0.000278241731446847
"1082",2.5,8,0.000320530111582163
"1083",3,8,0.000361141564173986
"1084",3.5,8,0.000400243677067327
"1085",4,8,0.000433357027301396
"1086",4.5,8,0.000430337845864345
"1087",5,8,0.000431511410852844
"1088",5.5,8,0.000447964323371961
"1089",6,8,0.000455657481622054
"1090",6.5,8,0.000462450565896068
"1091",7,8,0.00046565665127506
"1092",7.5,8,0.000438753570052901
"1093",8,8,0.000379319359119705
"1094",8.5,8,0.000315811921037355
"1095",9,8,0.000273984008023259
"1096",9.5,8,0.000230187006613955
"1097",10,8,0.00016206051829363
"1098",10.5,8,0.000127812615344417
"1099",11,8,0.000102820569204972
"1100",11.5,8,7.83020446403002e-05
"1101",12,8,5.66019655564186e-05
"1102",12.5,8,3.83895349800126e-05
"1103",13,8,2.38050260771366e-05
"1104",13.5,8,1.38348196361265e-05
"1105",14,8,7.97830377610915e-06
"1106",14.5,8,4.58759113468609e-06
"1107",15,8,2.5245817633202e-06
"1108",-5,8.5,9.65788081548633e-07
"1109",-4.5,8.5,1.95028043622158e-06
"1110",-4,8.5,3.50420595106062e-06
"1111",-3.5,8.5,1.11517792274207e-05
"1112",-3,8.5,1.23752600166943e-05
"1113",-2.5,8.5,9.83336066033989e-06
"1114",-2,8.5,1.13548986514388e-05
"1115",-1.5,8.5,1.58011201609166e-05
"1116",-1,8.5,2.55157401189012e-05
"1117",-0.5,8.5,3.92001994524113e-05
"1118",0,8.5,5.75033744234629e-05
"1119",0.5,8.5,8.22855280339004e-05
"1120",1,8.5,9.91564015678304e-05
"1121",1.5,8.5,0.000113866723991602
"1122",2,8.5,0.000130737530959832
"1123",2.5,8.5,0.00015035861396019
"1124",3,8.5,0.000175411702530096
"1125",3.5,8.5,0.000206317658217464
"1126",4,8.5,0.000217683196476398
"1127",4.5,8.5,0.000203501827423919
"1128",5,8.5,0.00020797600513808
"1129",5.5,8.5,0.000219790152023698
"1130",6,8.5,0.000230882404212824
"1131",6.5,8.5,0.000246646368677843
"1132",7,8.5,0.000252822536952941
"1133",7.5,8.5,0.000237846029858894
"1134",8,8.5,0.000208361210208824
"1135",8.5,8.5,0.000178227721327724
"1136",9,8.5,0.000141877494774645
"1137",9.5,8.5,0.000110042327108606
"1138",10,8.5,8.65366826504252e-05
"1139",10.5,8.5,7.26407740652071e-05
"1140",11,8.5,5.85686581603123e-05
"1141",11.5,8.5,4.47814657270572e-05
"1142",12,8.5,3.25213707251906e-05
"1143",12.5,8.5,2.18467199552865e-05
"1144",13,8.5,1.33991497539441e-05
"1145",13.5,8.5,7.77762191938241e-06
"1146",14,8.5,4.57315151073088e-06
"1147",14.5,8.5,2.7708809573544e-06
"1148",15,8.5,1.61527612883138e-06
"1149",-5,9,5.51508226143032e-07
"1150",-4.5,9,1.21967705143643e-06
"1151",-4,9,2.15674138269455e-06
"1152",-3.5,9,3.36303107965659e-06
"1153",-3,9,4.7090535476128e-06
"1154",-2.5,9,5.69069774829038e-06
"1155",-2,9,6.25312460603869e-06
"1156",-1.5,9,8.10975803858474e-06
"1157",-1,9,1.23681293260136e-05
"1158",-0.5,9,1.79767516080382e-05
"1159",0,9,2.47703960067017e-05
"1160",0.5,9,3.34648487165215e-05
"1161",1,9,4.255790385709e-05
"1162",1.5,9,5.08377016729639e-05
"1163",2,9,5.89054130417774e-05
"1164",2.5,9,6.77785181979201e-05
"1165",3,9,7.83379204427945e-05
"1166",3.5,9,8.97905254226092e-05
"1167",4,9,9.45669012089853e-05
"1168",4.5,9,9.31314502040975e-05
"1169",5,9,9.71149077032309e-05
"1170",5.5,9,0.00010402116949686
"1171",6,9,0.000110957594071004
"1172",6.5,9,0.000117402111167651
"1173",7,9,0.000121521858898391
"1174",7.5,9,0.000118214407989821
"1175",8,9,0.000104307401712644
"1176",8.5,9,9.2012761945289e-05
"1177",9,9,7.71540587490167e-05
"1178",9.5,9,5.84887445726576e-05
"1179",10,9,4.55790835760965e-05
"1180",10.5,9,3.91855198134497e-05
"1181",11,9,3.07564771083346e-05
"1182",11.5,9,2.30816043001848e-05
"1183",12,9,1.65955877805194e-05
"1184",12.5,9,1.09807146721141e-05
"1185",13,9,6.68276894042514e-06
"1186",13.5,9,3.9019630472285e-06
"1187",14,9,2.33460175412081e-06
"1188",14.5,9,1.45001003368519e-06
"1189",15,9,8.65841224834635e-07
"1190",-5,9.5,3.24867138195549e-07
"1191",-4.5,9.5,7.43850743628534e-07
"1192",-4,9.5,1.29919264612477e-06
"1193",-3.5,9.5,1.85023908992366e-06
"1194",-3,9.5,2.34832813243014e-06
"1195",-2.5,9.5,2.74588125186337e-06
"1196",-2,9.5,3.154706728154e-06
"1197",-1.5,9.5,4.12292776075213e-06
"1198",-1,9.5,5.86532287486324e-06
"1199",-0.5,9.5,8.04002795082347e-06
"1200",0,9.5,1.07287846247142e-05
"1201",0.5,9.5,1.43075476607127e-05
"1202",1,9.5,1.85754570445978e-05
"1203",1.5,9.5,2.29916563058915e-05
"1204",2,9.5,2.74224334837852e-05
"1205",2.5,9.5,3.1878704403408e-05
"1206",3,9.5,3.61958404571016e-05
"1207",3.5,9.5,4.01597743569191e-05
"1208",4,9.5,4.27846392396565e-05
"1209",4.5,9.5,4.39096131185408e-05
"1210",5,9.5,4.5335352895255e-05
"1211",5.5,9.5,4.775974060109e-05
"1212",6,9.5,5.04004270127652e-05
"1213",6.5,9.5,5.23390459736856e-05
"1214",7,9.5,5.26940528417762e-05
"1215",7.5,9.5,5.10061797631679e-05
"1216",8,9.5,4.71853664355201e-05
"1217",8.5,9.5,4.19006894390763e-05
"1218",9,9.5,3.53460357031295e-05
"1219",9.5,9.5,2.71141967024567e-05
"1220",10,9.5,2.12789717181841e-05
"1221",10.5,9.5,1.77393038799574e-05
"1222",11,9.5,1.37142984156413e-05
"1223",11.5,9.5,1.02267684107082e-05
"1224",12,9.5,7.29921661017255e-06
"1225",12.5,9.5,4.80927734043325e-06
"1226",13,9.5,2.93245647497997e-06
"1227",13.5,9.5,1.71268907054796e-06
"1228",14,9.5,1.0179008749879e-06
"1229",14.5,9.5,6.28579178593647e-07
"1230",15,9.5,3.75664692960439e-07
"1231",-5,10,1.59556954934919e-07
"1232",-4.5,10,3.68367347590689e-07
"1233",-4,10,6.34520180403454e-07
"1234",-3.5,10,8.57623202570394e-07
"1235",-3,10,1.0158977722336e-06
"1236",-2.5,10,1.21775039019027e-06
"1237",-2,10,1.60656178625763e-06
"1238",-1.5,10,2.25399511418218e-06
"1239",-1,10,3.1335491922559e-06
"1240",-0.5,10,4.26911858114345e-06
"1241",0,10,5.64795279347747e-06
"1242",0.5,10,7.07179379207765e-06
"1243",1,10,8.61011749220241e-06
"1244",1.5,10,1.05895432519528e-05
"1245",2,10,1.30180052475811e-05
"1246",2.5,10,1.55013306152008e-05
"1247",3,10,1.77173146223865e-05
"1248",3.5,10,1.97134948642843e-05
"1249",4,10,2.1115918580468e-05
"1250",4.5,10,2.14896261188887e-05
"1251",5,10,2.14398085001583e-05
"1252",5.5,10,2.14982551995282e-05
"1253",6,10,2.15542009873541e-05
"1254",6.5,10,2.16119718839882e-05
"1255",7,10,2.15427561871763e-05
"1256",7.5,10,2.1254655338968e-05
"1257",8,10,2.06581929198554e-05
"1258",8.5,10,1.90699320000891e-05
"1259",9,10,1.59883711886305e-05
"1260",9.5,10,1.21006083794191e-05
"1261",10,10,8.91134335912987e-06
"1262",10.5,10,6.75522797069093e-06
"1263",11,10,5.11723763317571e-06
"1264",11.5,10,3.81450008114504e-06
"1265",12,10,2.716026183329e-06
"1266",12.5,10,1.80221105106303e-06
"1267",13,10,1.10800278863181e-06
"1268",13.5,10,6.42154475934352e-07
"1269",14,10,3.70812753512556e-07
"1270",14.5,10,2.21817058096846e-07
"1271",15,10,1.3026736522504e-07
"1272",-5,10.5,5.93921128778531e-08
"1273",-4.5,10.5,1.37544075248924e-07
"1274",-4,10.5,2.36812287270526e-07
"1275",-3.5,10.5,3.19951723834054e-07
"1276",-3,10.5,3.91859841459872e-07
"1277",-2.5,10.5,5.31916692633367e-07
"1278",-2,10.5,8.16296810718887e-07
"1279",-1.5,10.5,1.2524728221166e-06
"1280",-1,10.5,1.92015667153703e-06
"1281",-0.5,10.5,3.01960226102811e-06
"1282",0,10.5,4.26067281926091e-06
"1283",0.5,10.5,4.78941867757293e-06
"1284",1,10.5,4.64573756192005e-06
"1285",1.5,10.5,4.87610963887384e-06
"1286",2,10.5,5.89310723112526e-06
"1287",2.5,10.5,7.1865950107414e-06
"1288",3,10.5,8.2859140757221e-06
"1289",3.5,10.5,9.21479593915342e-06
"1290",4,10.5,9.90551596584967e-06
"1291",4.5,10.5,1.00663404128701e-05
"1292",5,10.5,9.79795206914008e-06
"1293",5.5,10.5,9.29757163568673e-06
"1294",6,10.5,8.6043651400879e-06
"1295",6.5,10.5,8.00668273518492e-06
"1296",7,10.5,7.79544933640093e-06
"1297",7.5,10.5,7.97930747862041e-06
"1298",8,10.5,8.31475191649794e-06
"1299",8.5,10.5,8.22669812256237e-06
"1300",9,10.5,7.19136075847166e-06
"1301",9.5,10.5,5.40757332410651e-06
"1302",10,10.5,3.65343409419848e-06
"1303",10.5,10.5,2.42990435726289e-06
"1304",11,10.5,1.68465451149192e-06
"1305",11.5,10.5,1.19866587073704e-06
"1306",12,10.5,8.39107743127714e-07
"1307",12.5,10.5,5.59868512918918e-07
"1308",13,10.5,3.46803300121932e-07
"1309",13.5,10.5,1.98688309007484e-07
"1310",14,10.5,1.10408026236512e-07
"1311",14.5,10.5,6.30107304317181e-08
"1312",15,10.5,3.5897208760887e-08
"1313",-5,11,1.62695408482897e-08
"1314",-4.5,11,3.78413865478186e-08
"1315",-4,11,6.60180062892691e-08
"1316",-3.5,11,9.33614039156066e-08
"1317",-3,11,1.29090813692222e-07
"1318",-2.5,11,2.07817793812189e-07
"1319",-2,11,3.60170652959768e-07
"1320",-1.5,11,6.1704167045636e-07
"1321",-1,11,1.14516918796269e-06
"1322",-0.5,11,2.18405494668769e-06
"1323",0,11,3.33530446190752e-06
"1324",0.5,11,3.55457691342239e-06
"1325",1,11,2.80951558660069e-06
"1326",1.5,11,2.26239173377216e-06
"1327",2,11,2.46616343948024e-06
"1328",2.5,11,3.00369036770468e-06
"1329",3,11,3.43590235700706e-06
"1330",3.5,11,3.73300861080143e-06
"1331",4,11,3.95829450086167e-06
"1332",4.5,11,4.03060719076128e-06
"1333",5,11,3.90765589990413e-06
"1334",5.5,11,3.58093402184254e-06
"1335",6,11,3.07484958534403e-06
"1336",6.5,11,2.61938866209118e-06
"1337",7,11,2.46747198880976e-06
"1338",7.5,11,2.65894991222172e-06
"1339",8,11,3.03096508765806e-06
"1340",8.5,11,3.24955140372299e-06
"1341",9,11,2.98999513509657e-06
"1342",9.5,11,2.27008537867583e-06
"1343",10,11,1.45029552612197e-06
"1344",10.5,11,8.45023928303838e-07
"1345",11,11,5.00027881654194e-07
"1346",11.5,11,3.17113379999331e-07
"1347",12,11,2.10882024475012e-07
"1348",12.5,11,1.39481653834757e-07
"1349",13,11,8.66241438566769e-08
"1350",13.5,11,4.90960689545843e-08
"1351",14,11,2.6298108672742e-08
"1352",14.5,11,1.42651632496768e-08
"1353",15,11,7.83150164703286e-09
"1354",-5,11.5,3.25427650433111e-09
"1355",-4.5,11.5,7.63086905831983e-09
"1356",-4,11.5,1.36995845494727e-08
"1357",-3.5,11.5,2.11659931570503e-08
"1358",-3,11.5,3.48627789498932e-08
"1359",-2.5,11.5,6.6149214457707e-08
"1360",-2,11.5,1.26195844487123e-07
"1361",-1.5,11.5,2.44378224264064e-07
"1362",-1,11.5,5.46815014856203e-07
"1363",-0.5,11.5,1.18994194214256e-06
"1364",0,11.5,1.90368437206249e-06
"1365",0.5,11.5,2.00246336391328e-06
"1366",1,11.5,1.4449499827107e-06
"1367",1.5,11.5,9.60732082293852e-07
"1368",2,11.5,9.17059718970379e-07
"1369",2.5,11.5,1.08451467297232e-06
"1370",3,11.5,1.20459111626414e-06
"1371",3.5,11.5,1.24381351533022e-06
"1372",4,11.5,1.26524965450086e-06
"1373",4.5,11.5,1.27783238327625e-06
"1374",5,11.5,1.24521572958177e-06
"1375",5.5,11.5,1.12256257705748e-06
"1376",6,11.5,9.13910211340411e-07
"1377",6.5,11.5,7.26113221793106e-07
"1378",7,11.5,6.76428461421715e-07
"1379",7.5,11.5,7.92004331084147e-07
"1380",8,11.5,1.00655771253488e-06
"1381",8.5,11.5,1.17234084979977e-06
"1382",9,11.5,1.13403978026401e-06
"1383",9.5,11.5,8.75469142993319e-07
"1384",10,11.5,5.41391811319657e-07
"1385",10.5,11.5,2.8206508343754e-07
"1386",11,11.5,1.37782415110448e-07
"1387",11.5,11.5,7.20065147054573e-08
"1388",12,11.5,4.27559685664596e-08
"1389",12.5,11.5,2.72585714531016e-08
"1390",13,11.5,1.68374658787409e-08
"1391",13.5,11.5,9.46195776450929e-09
"1392",14,11.5,4.9210042541449e-09
"1393",14.5,11.5,2.5491408788231e-09
"1394",15,11.5,1.34808536756423e-09
"1395",-5,12,4.74764025279793e-10
"1396",-4.5,12,1.1304082985243e-09
"1397",-4,12,2.13746577797148e-09
"1398",-3.5,12,3.78536420768367e-09
"1399",-3,12,7.59864288307885e-09
"1400",-2.5,12,1.64569487473105e-08
"1401",-2,12,3.36856646533979e-08
"1402",-1.5,12,7.20902850305053e-08
"1403",-1,12,1.82489834221064e-07
"1404",-0.5,12,4.24847364824348e-07
"1405",0,12,6.9482426132991e-07
"1406",0.5,12,7.30425490218351e-07
"1407",1,12,5.13448954006584e-07
"1408",1.5,12,3.17900649701747e-07
"1409",2,12,2.8312864097497e-07
"1410",2.5,12,3.25198958887924e-07
"1411",3,12,3.47702284380925e-07
"1412",3.5,12,3.36355909700272e-07
"1413",4,12,3.20263420123978e-07
"1414",4.5,12,3.14018808214487e-07
