"","y0_1","y0_2","fY.100"
"188",6.5,-3,0.00130436127419398
"189",7,-3,0.00114501629671318
"190",7.5,-3,0.000981645285017418
"191",8,-3,0.000754718188717915
"192",8.5,-3,0.00058430534115019
"193",9,-3,0.000442141716460114
"194",9.5,-3,0.00031001475819223
"195",10,-3,0.000209198945584379
"196",10.5,-3,0.000143889509676666
"197",11,-3,0.000100853423849234
"198",11.5,-3,7.02045898747913e-05
"199",12,-3,4.73442573668581e-05
"200",12.5,-3,3.03766114760591e-05
"201",13,-3,1.83426592543279e-05
"202",13.5,-3,1.03785297641318e-05
"203",14,-3,5.51339028937285e-06
"204",14.5,-3,2.76923955544762e-06
"205",15,-3,1.32709749949364e-06
"206",-5,-2.5,0.000144230475819687
"207",-4.5,-2.5,0.000220519494506936
"208",-4,-2.5,0.000318343663661355
"209",-3.5,-2.5,0.000425255726513069
"210",-3,-2.5,0.000553603274108637
"211",-2.5,-2.5,0.000733362550561828
"212",-2,-2.5,0.00095817255261382
"213",-1.5,-2.5,0.00121676089067169
"214",-1,-2.5,0.00150254172286261
"215",-0.5,-2.5,0.00181517350864853
"216",0,-2.5,0.00213598865789862
"217",0.5,-2.5,0.00243623754555671
"218",1,-2.5,0.00277171184747661
"219",1.5,-2.5,0.00291278412961562
"220",2,-2.5,0.00311957716084993
"221",2.5,-2.5,0.00341226714897927
"222",3,-2.5,0.00318567819782131
"223",3.5,-2.5,0.0030976890155849
"224",4,-2.5,0.00304276171191322
"225",4.5,-2.5,0.00296025418919365
"226",5,-2.5,0.00279358381846293
"227",5.5,-2.5,0.00252754568511456
"228",6,-2.5,0.00224888418517525
"229",6.5,-2.5,0.00198072475294118
"230",7,-2.5,0.00173683596476865
"231",7.5,-2.5,0.00162188479412789
"232",8,-2.5,0.00117500738438665
"233",8.5,-2.5,0.000890000725843858
"234",9,-2.5,0.000679147206171223
"235",9.5,-2.5,0.000477878914131081
"236",10,-2.5,0.000324881296194278
"237",10.5,-2.5,0.000227769740510259
"238",11,-2.5,0.000163113101212903
"239",11.5,-2.5,0.00011548577822274
"240",12,-2.5,7.89131335416666e-05
"241",12.5,-2.5,5.12268817871316e-05
"242",13,-2.5,3.12667279277203e-05
"243",13.5,-2.5,1.7865747198847e-05
"244",14,-2.5,9.59041484949035e-06
"245",14.5,-2.5,4.88042155661914e-06
"246",15,-2.5,2.37607861997267e-06
"247",-5,-2,0.000216568112844262
"248",-4.5,-2,0.000306772249196065
"249",-4,-2,0.00040966707922089
"250",-3.5,-2,0.000553139350045234
"251",-3,-2,0.000748186233177901
"252",-2.5,-2,0.0010097748984923
"253",-2,-2,0.0013218941260733
"254",-1.5,-2,0.0016761385876792
"255",-1,-2,0.00205778331247474
"256",-0.5,-2,0.00245554566509251
"257",0,-2,0.00288401641689816
"258",0.5,-2,0.003378616708925
"259",1,-2,0.00399484016681132
"260",1.5,-2,0.00420968601897678
"261",2,-2,0.00447759938982893
"262",2.5,-2,0.00490853400783976
"263",3,-2,0.0047678542286785
"264",3.5,-2,0.00467103455150499
"265",4,-2,0.00461046799454814
"266",4.5,-2,0.00445505813420198
"267",5,-2,0.00412844989787966
"268",5.5,-2,0.00371883103313933
"269",6,-2,0.00331536597906337
"270",6.5,-2,0.00290160154459075
"271",7,-2,0.0024819925895472
"272",7.5,-2,0.0020870727145204
"273",8,-2,0.0016550771517251
"274",8.5,-2,0.00128900950707102
"275",9,-2,0.000976204462893806
"276",9.5,-2,0.000698558761298266
"277",10,-2,0.000490368160814043
"278",10.5,-2,0.000352496494466578
"279",11,-2,0.000256847031522233
"280",11.5,-2,0.000184571680632213
"281",12,-2,0.000128062767314846
"282",12.5,-2,8.4462176413846e-05
"283",13,-2,5.2287689821039e-05
"284",13.5,-2,3.02240016529502e-05
"285",14,-2,1.6413171886825e-05
"286",14.5,-2,8.47848110223085e-06
"287",15,-2,4.20520137843222e-06
"288",-5,-1.5,0.000257247284742024
"289",-4.5,-1.5,0.000368598998421135
"290",-4,-1.5,0.000510845775331642
"291",-3.5,-1.5,0.000711383779247252
"292",-3,-1.5,0.000986459974646821
"293",-2.5,-1.5,0.00134744184981266
"294",-2,-1.5,0.00175809238198931
"295",-1.5,-1.5,0.00223115577930943
"296",-1,-1.5,0.00276118402571741
"297",-0.5,-1.5,0.00327975554113562
"298",0,-1.5,0.00383016214277938
"299",0.5,-1.5,0.00450843000085696
"300",1,-1.5,0.00523597297423185
"301",1.5,-1.5,0.00575502379983141
"302",2,-1.5,0.00614238984856401
"303",2.5,-1.5,0.00658812106035893
"304",3,-1.5,0.00670406967719949
"305",3.5,-1.5,0.00676636083961597
"306",4,-1.5,0.00680670599202931
"307",4.5,-1.5,0.00644172534675779
"308",5,-1.5,0.00588035302713991
"309",5.5,-1.5,0.0053018035120829
"310",6,-1.5,0.0047225196477789
"311",6.5,-1.5,0.0041214457258281
"312",7,-1.5,0.00351027527586874
"313",7.5,-1.5,0.00294688235885106
"314",8,-1.5,0.002472273562691
"315",8.5,-1.5,0.00184272109674244
"316",9,-1.5,0.00138001407494708
"317",9.5,-1.5,0.00100634695894023
"318",10,-1.5,0.000727069435954267
"319",10.5,-1.5,0.000530340343623392
"320",11,-1.5,0.000389385978448493
"321",11.5,-1.5,0.000282540865687403
"322",12,-1.5,0.000198800460961392
"323",12.5,-1.5,0.000133290350400467
"324",13,-1.5,8.38040869365363e-05
"325",13.5,-1.5,4.91248432793692e-05
"326",14,-1.5,2.70979991718124e-05
"327",14.5,-1.5,1.42801087060748e-05
"328",15,-1.5,7.24749983735654e-06
"329",-5,-1,0.000286505479121617
"330",-4.5,-1,0.00042982737390417
"331",-4,-1,0.000635196143311949
"332",-3.5,-1,0.000896556627778732
"333",-3,-1,0.00123769379084478
"334",-2.5,-1,0.00169112042375152
"335",-2,-1,0.00221601300593905
"336",-1.5,-1,0.00285022753669373
"337",-1,-1,0.003595982685313
"338",-0.5,-1,0.00427823335254462
"339",0,-1,0.00500532072545391
"340",0.5,-1,0.00585646651475316
"341",1,-1,0.00677443788493607
"342",1.5,-1,0.00756752956811376
"343",2,-1,0.00815969731581329
"344",2.5,-1,0.00869781620872257
"345",3,-1,0.00897227862597414
"346",3.5,-1,0.00934675129242328
"347",4,-1,0.00926043084641838
"348",4.5,-1,0.00864105420308651
"349",5,-1,0.00803135473621028
"350",5.5,-1,0.00731203339214414
"351",6,-1,0.00648227243126974
"352",6.5,-1,0.00562166532192531
"353",7,-1,0.00478885511143557
"354",7.5,-1,0.00402581439685809
"355",8,-1,0.00337210221895581
"356",8.5,-1,0.00258722684248791
"357",9,-1,0.001964824820697
"358",9.5,-1,0.00145916680492458
"359",10,-1,0.00106974918528134
"360",10.5,-1,0.00077461614275455
"361",11,-1,0.000565392796915356
"362",11.5,-1,0.000411020632846441
"363",12,-1,0.000291018325855457
"364",12.5,-1,0.000196908063100662
"365",13,-1,0.000125240255580163
"366",13.5,-1,7.45770243247802e-05
"367",14,-1,4.20595193615562e-05
"368",14.5,-1,2.27882285641473e-05
"369",15,-1,1.19075995885456e-05
"370",-5,-0.5,0.000341550627418762
"371",-4.5,-0.5,0.000511238757493349
"372",-4,-0.5,0.00075351188312257
"373",-3.5,-0.5,0.00106778618243469
"374",-3,-0.5,0.00148071506216121
"375",-2.5,-0.5,0.00202830941480103
"376",-2,-0.5,0.00267482723508961
"377",-1.5,-0.5,0.00344349835714722
"378",-1,-0.5,0.00438093252659365
"379",-0.5,-0.5,0.005345845603794
"380",0,-0.5,0.00652230732284552
"381",0.5,-0.5,0.00752634982873433
"382",1,-0.5,0.0085306522709227
"383",1.5,-0.5,0.00957625466361675
"384",2,-0.5,0.0104081576412026
"385",2.5,-0.5,0.0110068297283507
"386",3,-0.5,0.0115609589213811
"387",3.5,-0.5,0.0120004452705374
"388",4,-0.5,0.0119596255040003
"389",4.5,-0.5,0.0111998186349076
"390",5,-0.5,0.0105004995662834
"391",5.5,-0.5,0.0096086341921721
"392",6,-0.5,0.00849190007245258
"393",6.5,-0.5,0.007322086107978
"394",7,-0.5,0.00624974694261081
"395",7.5,-0.5,0.00525710763457746
"396",8,-0.5,0.00432720483784321
"397",8.5,-0.5,0.00347019087784261
"398",9,-0.5,0.0026903079000304
"399",9.5,-0.5,0.00204989421748148
"400",10,-0.5,0.00152506114044193
"401",10.5,-0.5,0.00108979943952122
"402",11,-0.5,0.000788132336034706
"403",11.5,-0.5,0.000570957940174724
"404",12,-0.5,0.000401882332583753
"405",12.5,-0.5,0.00027054559330023
"406",13,-0.5,0.000172487084538697
"407",13.5,-0.5,0.000104225837299699
"408",14,-0.5,6.04059252134397e-05
"409",14.5,-0.5,3.38776265842553e-05
"410",15,-0.5,1.83323334711872e-05
"411",-5,0,0.000404885012882975
"412",-4.5,0,0.000600879549698739
"413",-4,0,0.000875165633722456
"414",-3.5,0,0.00124754883891436
"415",-3,0,0.00173672765048852
"416",-2.5,0,0.00236727705924344
"417",-2,0,0.00315517485704247
"418",-1.5,0,0.00400788625187569
"419",-1,0,0.00510069898643536
"420",-0.5,0,0.0064452359890855
"421",0,0,0.00777209884503694
"422",0.5,0,0.0092312574552545
"423",1,0,0.0103400999625581
"424",1.5,0,0.0115067357382973
"425",2,0,0.0126728804133928
"426",2.5,0,0.0136168177678584
"427",3,0,0.0144264623063051
"428",3.5,0,0.0149068861593557
"429",4,0,0.0148460949453709
"430",4.5,0,0.0139666014750262
"431",5,0,0.0131044630764262
"432",5.5,0,0.0119791476331269
"433",6,0,0.0106378676836283
"434",6.5,0,0.00924537041539247
"435",7,0,0.00786614711374495
"436",7.5,0,0.00666598172831716
"437",8,0,0.00550260459437661
"438",8.5,0,0.0043960099469785
"439",9,0,0.00343348228805964
"440",9.5,0,0.0026443412379372
"441",10,0,0.00198384436402607
"442",10.5,0,0.00144192516372082
"443",11,0,0.00105657166103516
"444",11.5,0,0.000765546395838603
"445",12,0,0.000529355172576848
"446",12.5,0,0.000348793907932785
"447",13,0,0.00022054939646721
"448",13.5,0,0.000134702613026508
"449",14,0,8.02628152849718e-05
"450",14.5,0,4.67089447597713e-05
"451",15,0,2.6290628373645e-05
"452",-5,0.5,0.000455460482137855
"453",-4.5,0.5,0.000679249167132764
"454",-4,0.5,0.000992506053659533
"455",-3.5,0.5,0.00141775202418158
"456",-3,0.5,0.00196435796393329
"457",-2.5,0.5,0.00265724644001115
"458",-2,0.5,0.00366049002027203
"459",-1.5,0.5,0.00459514097173806
"460",-1,0.5,0.00576893984897274
"461",-0.5,0.5,0.0074593660553566
"462",0,0.5,0.00887116084772595
"463",0.5,0.5,0.0104594443331533
"464",1,0.5,0.0119367673769855
"465",1.5,0.5,0.0132768515888672
"466",2,0.5,0.0147431277860918
"467",2.5,0.5,0.0160856571969266
"468",3,0.5,0.0168963027358657
"469",3.5,0.5,0.0173447906662768
"470",4,0.5,0.0175429111407339
"471",4.5,0.5,0.0166430859902455
"472",5,0.5,0.0156092358779892
"473",5.5,0.5,0.0144115583720723
"474",6,0.5,0.0129435035725348
"475",6.5,0.5,0.0114457986380709
"476",7,0.5,0.00960853068173252
"477",7.5,0.5,0.00811489111881786
"478",8,0.5,0.00669937916269078
"479",8.5,0.5,0.00535637329083904
"480",9,0.5,0.0042114121535937
"481",9.5,0.5,0.00324030057032029
"482",10,0.5,0.00243776568181906
"483",10.5,0.5,0.00181090630322546
"484",11,0.5,0.0013516998452013
"485",11.5,0.5,0.000982823852692747
"486",12,0.5,0.000664487098297605
"487",12.5,0.5,0.000425245583722663
"488",13,0.5,0.000265432142792218
"489",13.5,0.5,0.000163269390978079
"490",14,0.5,9.96629487506533e-05
"491",14.5,0.5,6.0115025379382e-05
"492",15,0.5,3.53431878583343e-05
"493",-5,1,0.000483098697321686
"494",-4.5,1,0.000723450186264078
"495",-4,1,0.00105913205042031
"496",-3.5,1,0.00150547663145857
"497",-3,1,0.00207929841908999
"498",-2.5,1,0.00281124754706956
"499",-2,1,0.0038191072630921
"500",-1.5,1,0.00497341974770009
"501",-1,1,0.0061373033758469
"502",-0.5,1,0.00774404057460714
"503",0,1,0.00940787170850379
"504",0.5,1,0.0113251291955055
"505",1,1,0.0133601152386325
"506",1.5,1,0.01477714424809
"507",2,1,0.0163801439280202
"508",2.5,1,0.0180629671854665
"509",3,1,0.01928366201336
"510",3.5,1,0.0197846584323911
"511",4,1,0.0196336378489203
"512",4.5,1,0.0188067369424921
"513",5,1,0.0178732169420779
"514",5.5,1,0.0165287076730597
"515",6,1,0.0149230598241485
"516",6.5,1,0.0134116011349648
"517",7,1,0.011345439730733
"518",7.5,1,0.00951533988624578
"519",8,1,0.0079003278786617
"520",8.5,1,0.00638144035406905
"521",9,1,0.00506517419407152
"522",9.5,1,0.00390635881089827
"523",10,1,0.00296142503988943
"524",10.5,1,0.00218887382276241
"525",11,1,0.00160959254844932
"526",11.5,1,0.00115911453860692
"527",12,1,0.000774973626076511
"528",12.5,1,0.000490222699822627
"529",13,1,0.000304470700292621
"530",13.5,1,0.000188383502471561
"531",14,1,0.000117181714087796
"532",14.5,1,7.3089216278489e-05
"533",15,1,4.50818443411826e-05
"534",-5,1.5,0.000488123493550865
"535",-4.5,1.5,0.000728476097840257
"536",-4,1.5,0.00106535657881642
"537",-3.5,1.5,0.00151740925129651
"538",-3,1.5,0.00209714047809344
"539",-2.5,1.5,0.00280111764453163
"540",-2,1.5,0.00379789439533611
"541",-1.5,1.5,0.0049503788031562
"542",-1,1.5,0.00614103633104025
"543",-0.5,1.5,0.00788168073701876
"544",0,1.5,0.00961083669139985
"545",0.5,1.5,0.0115326074160858
"546",1,1.5,0.0137853816994842
"547",1.5,1.5,0.0154378949554435
"548",2,1.5,0.0171371229865845
"549",2.5,1.5,0.0188404723358953
"550",3,1.5,0.0205565567262493
"551",3.5,1.5,0.0214419740813585
"552",4,1.5,0.0213636814496267
"553",4.5,1.5,0.0205228276823124
"554",5,1.5,0.0195539744720152
"555",5.5,1.5,0.0182798590030403
"556",6,1.5,0.0165302978940769
"557",6.5,1.5,0.0145778028615739
"558",7,1.5,0.0125532148835875
"559",7.5,1.5,0.0106844790281642
"560",8,1.5,0.00909932951372921
"561",8.5,1.5,0.0073810127350539
"562",9,1.5,0.00587565498053065
"563",9.5,1.5,0.00450659837218237
"564",10,1.5,0.00346513991756433
"565",10.5,1.5,0.00251358015283183
"566",11,1.5,0.00178002321841482
"567",11.5,1.5,0.00125474068067554
"568",12,1.5,0.000844416240654395
"569",12.5,1.5,0.000541628962572011
"570",13,1.5,0.00033810544617725
"571",13.5,1.5,0.000209782562744827
"572",14,1.5,0.000131973925142763
"573",14.5,1.5,8.47311164517873e-05
"574",15,1.5,5.48293322054092e-05
"575",-5,2,0.000473025682643206
"576",-4.5,2,0.000700682984200031
"577",-4,2,0.00102460112951839
"578",-3.5,2,0.00150791697700436
"579",-3,2,0.0022363723878475
"580",-2.5,2,0.00277419332799551
"581",-2,2,0.003647105638338
"582",-1.5,2,0.0046892856623047
"583",-1,2,0.00595496982080613
"584",-0.5,2,0.00775437462800802
"585",0,2,0.0094091087478023
"586",0.5,2,0.0111451442631141
"587",1,2,0.0131716505276651
"588",1.5,2,0.0151867381025831
"589",2,2,0.0171297485726624
"590",2.5,2,0.0188222086312442
"591",3,2,0.020855496272673
"592",3.5,2,0.0217539306169491
"593",4,2,0.0221677090801693
"594",4.5,2,0.0214459967986057
"595",5,2,0.0203558298827231
"596",5.5,2,0.0190219763651222
"597",6,2,0.0174221817757305
"598",6.5,2,0.0150754048068847
"599",7,2,0.0130910521310687
"600",7.5,2,0.01135500909017
"601",8,2,0.00963608329271509
"602",8.5,2,0.00780585886876885
"603",9,2,0.00622769666543703
"604",9.5,2,0.00500778210055507
"605",10,2,0.00378358412515412
"606",10.5,2,0.00267793336211265
"607",11,2,0.00187753512953387
"608",11.5,2,0.00131365176771226
"609",12,2,0.000900901256100286
"610",12.5,2,0.000590641162472213
"611",13,2,0.000369290338815124
"612",13.5,2,0.000227454220690334
"613",14,2,0.000143075698465017
"614",14.5,2,9.35547455178879e-05
"615",15,2,6.283284308331e-05
"616",-5,2.5,0.000436783001061054
"617",-4.5,2.5,0.000639604303882933
"618",-4,2.5,0.000929134748541587
"619",-3.5,2.5,0.00135781109038651
"620",-3,2.5,0.00196008244762787
"621",-2.5,2.5,0.00260053850463393
"622",-2,2.5,0.00344066050564132
"623",-1.5,2.5,0.00444152724669922
"624",-1,2.5,0.0056371069098988
"625",-0.5,2.5,0.00722011822378043
"626",0,2.5,0.00883640702556588
"627",0.5,2.5,0.0104183157887293
"628",1,2.5,0.0123338693060938
"629",1.5,2.5,0.014318406759984
"630",2,2.5,0.0162056610389729
"631",2.5,2.5,0.0181289732748424
"632",3,2.5,0.0199608897376073
"633",3.5,2.5,0.0212914879934134
"634",4,2.5,0.0217623837481854
"635",4.5,2.5,0.0213354513308578
"636",5,2.5,0.0201596581047873
"637",5.5,2.5,0.0189721165019935
"638",6,2.5,0.0177618950175665
"639",6.5,2.5,0.0151321428655184
"640",7,2.5,0.0128895791927982
"641",7.5,2.5,0.0112167000798087
"642",8,2.5,0.00938304923512517
"643",8.5,2.5,0.00748208865320938
"644",9,2.5,0.00616005534186892
"645",9.5,2.5,0.00513353383443577
"646",10,2.5,0.00389128086185916
"647",10.5,2.5,0.00275167276604615
"648",11,2.5,0.00194677680407477
"649",11.5,2.5,0.00136052011164148
"650",12,2.5,0.000955056451956939
"651",12.5,2.5,0.000639170607692611
"652",13,2.5,0.000396463158690837
"653",13.5,2.5,0.000239612880311082
"654",14,2.5,0.000148836700469207
"655",14.5,2.5,9.74176753006739e-05
"656",15,2.5,6.6436608824853e-05
"657",-5,3,0.000475619479950517
"658",-4.5,3,0.000582659783175168
"659",-4,3,0.000792526442139077
"660",-3.5,3,0.00116231063088241
"661",-3,3,0.00167942815680214
"662",-2.5,3,0.00232932627438903
"663",-2,3,0.00310421923920284
"664",-1.5,3,0.00404996946411455
"665",-1,3,0.00525702046359801
"666",-0.5,3,0.00669836895784502
"667",0,3,0.00791600647200048
"668",0.5,3,0.00948424240569281
"669",1,3,0.0114037088901302
"670",1.5,3,0.0131593844406335
"671",2,3,0.0148457005061524
"672",2.5,3,0.0166198015249079
"673",3,3,0.0184316817230677
"674",3.5,3,0.0199627362837354
"675",4,3,0.0203674909051475
"676",4.5,3,0.0198881868374801
"677",5,3,0.0187936322119134
"678",5.5,3,0.0178435622847491
"679",6,3,0.0166286870073077
"680",6.5,3,0.0141833761292043
"681",7,3,0.012207510228617
"682",7.5,3,0.0106829380044179
"683",8,3,0.00897194960494875
"684",8.5,3,0.0071363495044355
"685",9,3,0.00592959754594206
"686",9.5,3,0.0047621953637013
"687",10,3,0.00364007871147091
"688",10.5,3,0.00273021538588299
"689",11,3,0.00196356516461771
"690",11.5,3,0.00138390195153757
"691",12,3,0.000977992956944362
"692",12.5,3,0.000655107387847211
"693",13,3,0.000404719618259199
"694",13.5,3,0.00024178288633375
"695",14,3,0.000147696651946712
"696",14.5,3,9.51171829420459e-05
"697",15,3,6.42065137083256e-05
"698",-5,3.5,0.000454878859794151
"699",-4.5,3.5,0.000494662758206283
"700",-4,3.5,0.000646438511313298
"701",-3.5,3.5,0.000978537825099715
"702",-3,3.5,0.00144419879260335
"703",-2.5,3.5,0.00201163712515229
"704",-2,3.5,0.00267876709559016
"705",-1.5,3.5,0.00351453085740813
"706",-1,3.5,0.00459826440850978
"707",-0.5,3.5,0.00571517825087963
"708",0,3.5,0.00681622456327535
"709",0.5,3.5,0.00828936497545752
"710",1,3.5,0.0101323818623416
"711",1.5,3.5,0.0117870912931611
"712",2,3.5,0.0131440251940439
"713",2.5,3.5,0.014637212872354
"714",3,3.5,0.0163022871423086
"715",3.5,3.5,0.0178391641927866
"716",4,3.5,0.0182109732323262
"717",4.5,3.5,0.0177325692400227
"718",5,3.5,0.0166749830286319
"719",5.5,3.5,0.0158603532927393
"720",6,3.5,0.0144097066300414
"721",6.5,3.5,0.0125996057129275
"722",7,3.5,0.0111370856424419
"723",7.5,3.5,0.00973644676593198
"724",8,3.5,0.00814249864374792
"725",8.5,3.5,0.00661998542810433
"726",9,3.5,0.00544690037370734
"727",9.5,3.5,0.00437677755719178
"728",10,3.5,0.00338793105166231
"729",10.5,3.5,0.00256749670650424
"730",11,3.5,0.00189351112259717
"731",11.5,3.5,0.00138048459505153
"732",12,3.5,0.000953170782387382
