"","x0","y.bg90.fit"
"1",5.49025919694438,6.04518227517123
"2",5.49525919694438,6.04518227517123
"3",5.50025919694438,6.04518227517123
"4",5.50525919694438,6.04518227517123
"5",5.51025919694438,6.04518227517123
"6",5.51525919694438,6.04518227517123
"7",5.52025919694438,6.04518227517123
"8",5.52525919694438,6.0195509216104
"9",5.53025919694438,6.0195509216104
"10",5.53525919694438,6.0195509216104
"11",5.54025919694438,6.0195509216104
"12",5.54525919694438,6.0195509216104
"13",5.55025919694438,6.0195509216104
"14",5.55525919694438,6.0195509216104
"15",5.56025919694438,6.0195509216104
"16",5.56525919694438,6.0195509216104
"17",5.57025919694438,6.0195509216104
"18",5.57525919694438,6.0195509216104
"19",5.58025919694438,6.0195509216104
"20",5.58525919694438,6.0195509216104
"21",5.59025919694438,6.0195509216104
"22",5.59525919694438,6.04518227517123
"23",5.60025919694438,6.10669752371722
"24",5.60525919694438,6.10669752371722
"25",5.61025919694438,6.13745514799021
"26",5.61525919694438,6.13745514799021
"27",5.62025919694438,6.10669752371722
"28",5.62525919694438,6.10669752371722
"29",5.63025919694438,6.09131871158072
"30",5.63525919694438,6.09131871158072
"31",5.64025919694438,6.10669752371722
"32",5.64525919694438,6.10669752371722
"33",5.65025919694438,6.10669752371722
"34",5.65525919694438,6.10669752371722
"35",5.66025919694438,6.10669752371722
"36",5.66525919694438,6.16308650155104
"37",5.67025919694438,6.10669752371722
"38",5.67525919694438,6.16308650155104
"39",5.68025919694438,6.16308650155104
"40",5.68525919694438,6.16308650155104
"41",5.69025919694438,6.16308650155104
"42",5.69525919694438,6.1835915843997
"43",5.70025919694438,6.1835915843997
"44",5.70525919694438,6.1835915843997
"45",5.71025919694438,6.1835915843997
"46",5.71525919694438,6.1835915843997
"47",5.72025919694438,6.1835915843997
"48",5.72525919694438,6.19384412582403
"49",5.73025919694438,6.19384412582403
"50",5.73525919694438,6.19384412582403
"51",5.74025919694438,6.19384412582403
"52",5.74525919694438,6.19384412582403
"53",5.75025919694438,6.19384412582403
"54",5.75525919694438,6.20409666724836
"55",5.76025919694438,6.20409666724836
"56",5.76525919694438,6.20409666724836
"57",5.77025919694438,6.20409666724836
"58",5.77525919694438,6.20409666724836
"59",5.78025919694438,6.20922293796053
"60",5.78525919694438,6.20922293796053
"61",5.79025919694438,6.22460175009703
"62",5.79525919694438,6.22460175009703
"63",5.80025919694438,6.22460175009703
"64",5.80525919694438,6.22460175009703
"65",5.81025919694438,6.22460175009703
"66",5.81525919694438,6.22460175009703
"67",5.82025919694438,6.22460175009703
"68",5.82525919694438,6.22460175009703
"69",5.83025919694438,6.22972802080919
"70",5.83525919694438,6.22972802080919
"71",5.84025919694438,6.22972802080919
"72",5.84525919694438,6.22972802080919
"73",5.85025919694438,6.22972802080919
"74",5.85525919694438,6.30149581077951
"75",5.86025919694438,6.30149581077951
"76",5.86525919694438,6.30149581077951
"77",5.87025919694438,6.30149581077951
"78",5.87525919694438,6.30149581077951
"79",5.88025919694438,6.30149581077951
"80",5.88525919694438,6.30149581077951
"81",5.89025919694438,6.30149581077951
"82",5.89525919694438,6.32712716434034
"83",5.90025919694438,6.32712716434034
"84",5.90525919694438,6.32712716434034
"85",5.91025919694438,6.32712716434034
"86",5.91525919694438,6.347632247189
"87",5.92025919694438,6.347632247189
"88",5.92525919694438,6.35275851790117
"89",5.93025919694438,6.35275851790117
"90",5.93525919694438,6.35788478861333
"91",5.94025919694438,6.35788478861333
"92",5.94525919694438,6.35788478861333
"93",5.95025919694438,6.35788478861333
"94",5.95525919694438,6.37326360074983
"95",5.96025919694438,6.37838987146199
"96",5.96525919694438,6.37838987146199
"97",5.97025919694438,6.38351614217416
"98",5.97525919694438,6.39889495431066
"99",5.98025919694438,6.42452630787148
"100",5.98525919694438,6.42452630787148
"101",5.99025919694438,6.42452630787148
"102",5.99525919694438,6.42452630787148
"103",6.00025919694438,6.42452630787148
"104",6.00525919694438,6.42452630787148
"105",6.01025919694438,6.42452630787148
"106",6.01525919694438,6.42452630787148
"107",6.02025919694438,6.42452630787148
"108",6.02525919694438,6.42452630787148
"109",6.03025919694438,6.42452630787148
"110",6.03525919694438,6.45528393214448
"111",6.04025919694438,6.45528393214448
"112",6.04525919694438,6.45528393214448
"113",6.05025919694438,6.43990512000798
"114",6.05525919694438,6.43990512000798
"115",6.06025919694438,6.43990512000798
"116",6.06525919694438,6.43990512000798
"117",6.07025919694438,6.45528393214448
"118",6.07525919694438,6.45528393214448
"119",6.08025919694438,6.46041020285664
"120",6.08525919694438,6.46041020285664
"121",6.09025919694438,6.46041020285664
"122",6.09525919694438,6.46041020285664
"123",6.10025919694438,6.47066274428097
"124",6.10525919694438,6.46041020285664
"125",6.11025919694438,6.48604155641747
"126",6.11525919694438,6.5116729099783
"127",6.12025919694438,6.5116729099783
"128",6.12525919694438,6.52192545140263
"129",6.13025919694438,6.52192545140263
"130",6.13525919694438,6.52192545140263
"131",6.14025919694438,6.54243053425129
"132",6.14525919694438,6.54243053425129
"133",6.15025919694438,6.54755680496346
"134",6.15525919694438,6.55268307567562
"135",6.16025919694438,6.57318815852429
"136",6.16525919694438,6.57318815852429
"137",6.17025919694438,6.57318815852429
"138",6.17525919694438,6.57318815852429
"139",6.18025919694438,6.57318815852429
"140",6.18525919694438,6.57318815852429
"141",6.19025919694438,6.57318815852429
"142",6.19525919694438,6.59369324137295
"143",6.20025919694438,6.61419832422161
"144",6.20525919694438,6.61419832422161
"145",6.21025919694438,6.62445086564594
"146",6.21525919694438,6.65520848991893
"147",6.22025919694438,6.6757135727676
"148",6.22525919694438,6.6757135727676
"149",6.23025919694438,6.65520848991893
"150",6.23525919694438,6.6757135727676
"151",6.24025919694438,6.65520848991893
